id,diet_type,b1_approach,b2_wag,b3_jump,b4_lick_lips,b5_salivate,b6_bark,b7_eat_fast,b8_sniff,b9_stay_bowl,b10_guard,health_opinion,vet_visits,medication,disease_allergy,disease_behaviour,disease_weight,disease_dental,disease_gi,disease_skin,species,age,sex_neuter,breed_size,activity,diet
587958-587949-60094267,Meat-based – conventional,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,2.0,4.0,Generally healthy with minor or infrequent problems,1,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,8,"Female, spayed",Small (4.5–10.9 kg or 10–24 lb),1 – 3 hrs,Conventional
587958-587949-60116485,Vegan (consuming no animal products),5.0,5.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,Healthy,0,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,4,"Male, castrated",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Vegan
587958-587949-60124303,Vegan (consuming no animal products),5.0,5.0,3.0,5.0,4.0,2.0,5.0,3.0,3.0,1.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,6,"Male, castrated",Large (22.7–40.5 kg or 50–89 lb),30 – 60 mins,Vegan
587958-587949-60146046,Meat-based – conventional,5.0,5.0,2.0,2.0,,5.0,5.0,2.0,2.0,1.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,6,"Female, spayed",Small (4.5–10.9 kg or 10–24 lb),1 – 3 hrs,Conventional
587958-587949-60146982,Vegan (consuming no animal products),5.0,4.0,4.0,4.0,3.0,1.0,4.0,4.0,5.0,4.0,Healthy,0,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,3,"Male, castrated",Small (4.5–10.9 kg or 10–24 lb),1 – 3 hrs,Vegan
587958-587949-60147275,Vegan (consuming no animal products),3.0,3.0,1.0,4.0,4.0,1.0,3.0,4.0,2.0,1.0,Healthy,2,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,3,"Male, castrated",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Vegan
587958-587949-60147948,Vegan (consuming no animal products),1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,Healthy,0,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,4,"Male, sexually intact",Small (4.5–10.9 kg or 10–24 lb),30 – 60 mins,Vegan
587958-587949-60148335,Vegan (consuming no animal products),4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,Generally healthy with minor or infrequent problems,2,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,3,"Male, sexually intact",Toy (≤ 4.1 kg or ≤ 9 lb),1 – 3 hrs,Vegan
587958-587949-60150105,Meat-based – conventional,4.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,5.0,Significant or frequent problems,>3,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,8,"Male, castrated",Small (4.5–10.9 kg or 10–24 lb),1 – 3 hrs,Conventional
587958-587949-60152004,Vegan (consuming no animal products),3.0,3.0,1.0,2.0,5.0,,3.0,1.0,4.0,4.0,Healthy,2,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,7,"Male, sexually intact",Giant (> 40.9 kg or > 90 lb),1 – 3 hrs,Vegan
587958-587949-60154839,Vegan (consuming no animal products),5.0,5.0,2.0,,,4.0,4.0,2.0,4.0,2.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,13,"Male, castrated",Medium (11.4–22.3 kg or 25–49 lb),> 3 hrs,Vegan
587958-587949-60156463,Vegan (consuming no animal products),3.0,4.0,3.0,3.0,5.0,1.0,4.0,2.0,3.0,1.0,Healthy,0,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,12,"Male, castrated",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Vegan
587958-587949-60157097,Meat-based – conventional,3.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,2.0,Generally healthy with minor or infrequent problems,2,No,0.0,1.0,0.0,0.0,0.0,0.0,Dog,4,"Female, spayed",Medium (11.4–22.3 kg or 25–49 lb),30 – 60 mins,Conventional
587958-587949-60157629,Vegan (consuming no animal products),3.0,3.0,2.0,3.0,4.0,,3.0,4.0,3.0,1.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,3,"Female, spayed",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Vegan
587958-587949-60157951,Vegan (consuming no animal products),5.0,5.0,3.0,5.0,5.0,1.0,5.0,2.0,4.0,2.0,Significant or frequent problems,>3,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,8,"Male, castrated",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Vegan
587958-587949-60162126,Vegan (consuming no animal products),5.0,5.0,4.0,4.0,5.0,5.0,5.0,1.0,5.0,4.0,Generally healthy with minor or infrequent problems,1,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,12,"Male, castrated",Large (22.7–40.5 kg or 50–89 lb),30 – 60 mins,Vegan
587958-587949-60169567,Meat-based – raw,5.0,5.0,1.0,2.0,5.0,1.0,5.0,1.0,4.0,4.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,7,"Female, spayed",Medium (11.4–22.3 kg or 25–49 lb),30 – 60 mins,Raw
587958-587949-60183883,Meat-based – conventional,5.0,5.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,Generally healthy with minor or infrequent problems,>3,Yes,0.0,0.0,1.0,0.0,0.0,0.0,Dog,11,"Male, castrated",Small (4.5–10.9 kg or 10–24 lb),0 – 30 mins,Conventional
587958-587949-60194718,Vegan (consuming no animal products),3.0,3.0,1.0,3.0,3.0,1.0,3.0,4.0,3.0,2.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,2,"Female, spayed",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Vegan
587958-587949-60196584,Vegan (consuming no animal products),5.0,4.0,4.0,4.0,3.0,1.0,5.0,2.0,3.0,1.0,Healthy,0,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,5,"Female, spayed",Large (22.7–40.5 kg or 50–89 lb),> 3 hrs,Vegan
587958-587949-60219594,Vegan (consuming no animal products),5.0,5.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,5,"Female, spayed",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Vegan
587958-587949-60256399,Meat-based – raw,3.0,1.0,1.0,5.0,1.0,1.0,3.0,4.0,1.0,1.0,Generally healthy with minor or infrequent problems,1,No,0.0,0.0,0.0,1.0,0.0,0.0,Dog,14,"Female, spayed",Large (22.7–40.5 kg or 50–89 lb),0 – 30 mins,Raw
587958-587949-60312105,Vegan (consuming no animal products),5.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,8,"Male, sexually intact",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Vegan
587958-587949-60312851,Vegan (consuming no animal products),4.0,4.0,1.0,2.0,2.0,1.0,3.0,4.0,3.0,2.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,10,"Female, spayed",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Vegan
587958-587949-60322606,Meat-based – raw,4.0,3.0,2.0,,,2.0,4.0,2.0,4.0,4.0,Healthy,3,Yes,0.0,0.0,0.0,0.0,0.0,1.0,Dog,5,"Female, spayed",Giant (> 40.9 kg or > 90 lb),0 – 30 mins,Raw
587958-587949-60430166,Meat-based – conventional,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,2,"Female, spayed",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Conventional
587958-587949-60431447,Meat-based – conventional,3.0,3.0,1.0,4.0,1.0,2.0,4.0,4.0,2.0,2.0,Generally healthy with minor or infrequent problems,2,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,7,"Male, castrated",Large (22.7–40.5 kg or 50–89 lb),30 – 60 mins,Conventional
587958-587949-60434386,Vegan (consuming no animal products),5.0,3.0,1.0,4.0,2.0,1.0,4.0,3.0,4.0,2.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,14,"Male, castrated",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Vegan
587958-587949-60434796,Meat-based – conventional,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,Significant or frequent problems,2,Yes,0.0,0.0,0.0,0.0,1.0,0.0,Dog,12,"Male, sexually intact",Medium (11.4–22.3 kg or 25–49 lb),30 – 60 mins,Conventional
587958-587949-60442464,Meat-based – conventional,2.0,4.0,2.0,3.0,3.0,3.0,2.0,5.0,1.0,1.0,Generally healthy with minor or infrequent problems,1,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,9,"Female, sexually intact",Small (4.5–10.9 kg or 10–24 lb),30 – 60 mins,Conventional
587958-587949-60442419,Meat-based – conventional,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Generally healthy with minor or infrequent problems,2,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,14,"Male, castrated",Large (22.7–40.5 kg or 50–89 lb),30 – 60 mins,Conventional
587958-587949-60442436,Meat-based – conventional,5.0,5.0,1.0,2.0,2.0,1.0,5.0,3.0,5.0,4.0,Generally healthy with minor or infrequent problems,2,Yes,0.0,0.0,0.0,0.0,1.0,0.0,Dog,14,"Female, spayed",Small (4.5–10.9 kg or 10–24 lb),1 – 3 hrs,Conventional
587958-587949-60442403,Meat-based – raw,4.0,4.0,1.0,3.0,2.0,1.0,4.0,2.0,3.0,1.0,Healthy,1,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,6,"Female, spayed",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Raw
587958-587949-60442572,Vegan (consuming no animal products),3.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,5,"Female, spayed",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Vegan
587958-587949-60442727,Meat-based – raw,5.0,5.0,1.0,4.0,3.0,1.0,5.0,3.0,5.0,1.0,Healthy,0,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,6,"Female, sexually intact",Medium (11.4–22.3 kg or 25–49 lb),30 – 60 mins,Raw
587958-587949-60442782,Meat-based – conventional,4.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,2,"Male, castrated",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Conventional
587958-587949-60443112,Vegan (consuming no animal products),5.0,5.0,3.0,3.0,5.0,1.0,5.0,1.0,5.0,3.0,Healthy,0,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,6,"Male, castrated",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Vegan
587958-587949-60443033,Vegan (consuming no animal products),1.0,4.0,1.0,1.0,3.0,1.0,1.0,5.0,4.0,1.0,Healthy,0,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,5,"Male, sexually intact",Large (22.7–40.5 kg or 50–89 lb),> 3 hrs,Vegan
587958-587949-60443096,Meat-based – conventional,5.0,5.0,5.0,5.0,3.0,4.0,4.0,3.0,2.0,1.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,10,"Female, spayed",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Conventional
587958-587949-60443341,Meat-based – conventional,3.0,4.0,2.0,4.0,3.0,1.0,4.0,2.0,5.0,,Generally healthy with minor or infrequent problems,3,Yes,0.0,0.0,1.0,0.0,0.0,0.0,Dog,8,"Male, castrated",Small (4.5–10.9 kg or 10–24 lb),30 – 60 mins,Conventional
587958-587949-60443351,Vegan (consuming no animal products),2.0,4.0,2.0,3.0,,1.0,2.0,4.0,2.0,1.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,8,"Male, castrated",Toy (≤ 4.1 kg or ≤ 9 lb),30 – 60 mins,Vegan
587958-587949-60443546,Meat-based – raw,5.0,5.0,2.0,5.0,5.0,2.0,5.0,1.0,5.0,1.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,12,"Female, spayed",Large (22.7–40.5 kg or 50–89 lb),30 – 60 mins,Raw
587958-587949-60444628,Meat-based – raw,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,1.0,Generally healthy with minor or infrequent problems,2,Yes,0.0,0.0,0.0,0.0,0.0,1.0,Dog,10,"Male, castrated",Small (4.5–10.9 kg or 10–24 lb),> 3 hrs,Raw
587958-587949-60445391,Meat-based – conventional,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,Healthy,0,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,8,"Female, spayed",Medium (11.4–22.3 kg or 25–49 lb),30 – 60 mins,Conventional
587958-587949-60445576,Vegan (consuming no animal products),5.0,5.0,4.0,5.0,4.0,1.0,5.0,1.0,4.0,4.0,Generally healthy with minor or infrequent problems,1,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,3,"Male, castrated",Giant (> 40.9 kg or > 90 lb),1 – 3 hrs,Vegan
587958-587949-60446286,Vegan (consuming no animal products),3.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,5.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,4,"Male, sexually intact",Medium (11.4–22.3 kg or 25–49 lb),30 – 60 mins,Vegan
587958-587949-60446663,Meat-based – conventional,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,Generally healthy with minor or infrequent problems,2,Yes,0.0,0.0,0.0,1.0,0.0,0.0,Dog,4,"Female, spayed",Small (4.5–10.9 kg or 10–24 lb),1 – 3 hrs,Conventional
587958-587949-60446954,Meat-based – conventional,5.0,5.0,5.0,5.0,5.0,,5.0,2.0,1.0,,Generally healthy with minor or infrequent problems,3,Yes,1.0,0.0,0.0,0.0,0.0,0.0,Dog,8,"Female, spayed",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Conventional
587958-587949-60448822,Meat-based – conventional,5.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,3.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,12,"Female, spayed",Toy (≤ 4.1 kg or ≤ 9 lb),1 – 3 hrs,Conventional
587958-587949-60449040,Meat-based – conventional,4.0,4.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,1.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,4,"Male, castrated",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Conventional
587958-587949-60449386,Meat-based – conventional,3.0,5.0,2.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,Generally healthy with minor or infrequent problems,1,Yes,0.0,0.0,0.0,1.0,0.0,0.0,Dog,5,"Female, spayed",Small (4.5–10.9 kg or 10–24 lb),1 – 3 hrs,Conventional
587958-587949-60449516,Meat-based – conventional,5.0,5.0,4.0,5.0,5.0,4.0,5.0,2.0,5.0,4.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,5,"Female, spayed",Small (4.5–10.9 kg or 10–24 lb),30 – 60 mins,Conventional
587958-587949-60450735,Meat-based – conventional,2.0,5.0,4.0,3.0,1.0,2.0,2.0,4.0,2.0,4.0,Generally healthy with minor or infrequent problems,3,Yes,0.0,0.0,0.0,0.0,1.0,0.0,Dog,2,"Female, spayed",Small (4.5–10.9 kg or 10–24 lb),1 – 3 hrs,Conventional
587958-587949-60451895,Meat-based – raw,4.0,,1.0,4.0,1.0,2.0,4.0,5.0,4.0,1.0,Generally healthy with minor or infrequent problems,>3,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,1,"Male, castrated",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Raw
587958-587949-60452080,Vegan (consuming no animal products),5.0,,5.0,5.0,3.0,1.0,5.0,2.0,5.0,4.0,Generally healthy with minor or infrequent problems,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,5,"Female, spayed",Medium (11.4–22.3 kg or 25–49 lb),30 – 60 mins,Vegan
587958-587949-60453320,Vegan (consuming no animal products),3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,Generally healthy with minor or infrequent problems,2,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,2,"Male, castrated",Giant (> 40.9 kg or > 90 lb),> 3 hrs,Vegan
587958-587949-60453961,Meat-based – conventional,5.0,5.0,1.0,4.0,4.0,1.0,3.0,1.0,4.0,3.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,10,"Female, spayed",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Conventional
587958-587949-60454849,Meat-based – raw,5.0,5.0,4.0,4.0,4.0,2.0,5.0,2.0,2.0,2.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,9,"Female, spayed",Small (4.5–10.9 kg or 10–24 lb),1 – 3 hrs,Raw
587958-587949-60455122,Meat-based – conventional,5.0,5.0,3.0,4.0,5.0,1.0,5.0,1.0,3.0,1.0,Generally healthy with minor or infrequent problems,>3,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,4,"Male, castrated",Large (22.7–40.5 kg or 50–89 lb),30 – 60 mins,Conventional
587958-587949-60456253,Vegan (consuming no animal products),3.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,10,"Female, spayed",Small (4.5–10.9 kg or 10–24 lb),30 – 60 mins,Vegan
587958-587949-60457221,Meat-based – conventional,5.0,5.0,5.0,5.0,3.0,2.0,5.0,1.0,1.0,1.0,Healthy,2,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,3,"Female, spayed",Small (4.5–10.9 kg or 10–24 lb),0 – 30 mins,Conventional
587958-587949-60459708,Vegan (consuming no animal products),2.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,Healthy,0,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,10,"Male, sexually intact",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Vegan
587958-587949-60460148,Vegan (consuming no animal products),4.0,3.0,2.0,4.0,,2.0,4.0,2.0,4.0,3.0,Healthy,1,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,13,"Female, spayed",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Vegan
587958-587949-60463064,Meat-based – conventional,5.0,5.0,4.0,5.0,4.0,2.0,4.0,1.0,1.0,1.0,Healthy,3,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,6,"Female, spayed",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Conventional
587958-587949-60464942,Meat-based – conventional,5.0,4.0,2.0,5.0,5.0,1.0,5.0,1.0,3.0,2.0,Generally healthy with minor or infrequent problems,>3,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,4,"Male, castrated",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Conventional
587958-587949-60464972,Meat-based – conventional,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,Healthy,0,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,3,"Female, spayed",Small (4.5–10.9 kg or 10–24 lb),0 – 30 mins,Conventional
587958-587949-60465673,Meat-based – conventional,5.0,5.0,1.0,4.0,3.0,1.0,4.0,1.0,5.0,1.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,6,"Male, castrated",Large (22.7–40.5 kg or 50–89 lb),30 – 60 mins,Conventional
587958-587949-60466415,Vegan (consuming no animal products),5.0,3.0,1.0,4.0,2.0,1.0,4.0,3.0,3.0,1.0,Generally healthy with minor or infrequent problems,1,Yes,0.0,0.0,0.0,1.0,0.0,0.0,Dog,15,"Female, spayed",Medium (11.4–22.3 kg or 25–49 lb),30 – 60 mins,Vegan
587958-587949-60467674,Vegan (consuming no animal products),3.0,4.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,2,"Female, spayed",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Vegan
587958-587949-60469066,Vegan (consuming no animal products),5.0,5.0,2.0,5.0,2.0,2.0,5.0,3.0,4.0,2.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,11,"Female, spayed",Large (22.7–40.5 kg or 50–89 lb),30 – 60 mins,Vegan
587958-587949-60474809,Vegan (consuming no animal products),5.0,4.0,4.0,5.0,4.0,4.0,5.0,2.0,4.0,1.0,Healthy,0,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,1,"Female, spayed",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Vegan
587958-587949-60479763,Vegan (consuming no animal products),5.0,4.0,1.0,4.0,3.0,1.0,5.0,1.0,4.0,2.0,Healthy,2,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,4,"Female, spayed",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Vegan
587958-587949-60481959,Meat-based – raw,5.0,5.0,5.0,5.0,5.0,1.0,5.0,,5.0,5.0,Healthy,1,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,6,"Male, sexually intact",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Raw
587958-587949-60482156,Meat-based – conventional,5.0,4.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,Generally healthy with minor or infrequent problems,3,Yes,0.0,0.0,0.0,0.0,0.0,1.0,Dog,8,"Female, spayed",Large (22.7–40.5 kg or 50–89 lb),30 – 60 mins,Conventional
587958-587949-60483083,Meat-based – conventional,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,Generally healthy with minor or infrequent problems,2,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,8,"Male, castrated",Small (4.5–10.9 kg or 10–24 lb),30 – 60 mins,Conventional
587958-587949-60484067,Meat-based – raw,4.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,2.0,Generally healthy with minor or infrequent problems,2,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,8,"Male, castrated",Medium (11.4–22.3 kg or 25–49 lb),30 – 60 mins,Raw
587958-587949-60484002,Meat-based – raw,5.0,5.0,3.0,4.0,4.0,2.0,5.0,2.0,4.0,2.0,Healthy,3,Yes,0.0,0.0,0.0,1.0,0.0,0.0,Dog,10,"Female, spayed",Medium (11.4–22.3 kg or 25–49 lb),30 – 60 mins,Raw
587958-587949-60485059,Vegan (consuming no animal products),2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,Healthy,2,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,8,"Male, castrated",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Vegan
587958-587949-60485272,Meat-based – conventional,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,Generally healthy with minor or infrequent problems,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,5,"Female, sexually intact",Giant (> 40.9 kg or > 90 lb),0 – 30 mins,Conventional
587958-587949-60485863,Vegan (consuming no animal products),5.0,5.0,1.0,4.0,3.0,1.0,5.0,2.0,5.0,5.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,14,"Male, castrated",Small (4.5–10.9 kg or 10–24 lb),1 – 3 hrs,Vegan
587958-587949-60486783,Vegan (consuming no animal products),5.0,5.0,1.0,5.0,5.0,4.0,5.0,1.0,5.0,1.0,Healthy,2,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,4,"Female, sexually intact",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Vegan
587958-587949-60496687,Meat-based – raw,4.0,3.0,1.0,4.0,3.0,1.0,4.0,3.0,3.0,2.0,Generally healthy with minor or infrequent problems,1,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,6,"Female, spayed",Medium (11.4–22.3 kg or 25–49 lb),> 3 hrs,Raw
587958-587949-60502309,Meat-based – conventional,5.0,5.0,2.0,5.0,5.0,2.0,5.0,2.0,2.0,2.0,Healthy,2,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,3,"Male, castrated",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Conventional
587958-587949-60515396,Vegan (consuming no animal products),5.0,5.0,5.0,1.0,4.0,2.0,5.0,1.0,4.0,1.0,Generally healthy with minor or infrequent problems,3,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,10,"Male, castrated",Large (22.7–40.5 kg or 50–89 lb),30 – 60 mins,Vegan
587958-587949-60519903,Vegan (consuming no animal products),4.0,4.0,1.0,,,1.0,4.0,3.0,2.0,1.0,Healthy,2,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,2,"Male, castrated",Large (22.7–40.5 kg or 50–89 lb),30 – 60 mins,Vegan
587958-587949-60521209,Meat-based – conventional,3.0,5.0,5.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,3,"Male, castrated",Small (4.5–10.9 kg or 10–24 lb),30 – 60 mins,Conventional
587958-587949-60543628,Meat-based – raw,5.0,1.0,1.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,Healthy,0,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,5,"Male, castrated",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Raw
587958-587949-60565857,Meat-based – raw,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,Healthy,1,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,5,"Male, castrated",Large (22.7–40.5 kg or 50–89 lb),30 – 60 mins,Raw
587958-587949-60566923,Meat-based – raw,5.0,5.0,2.0,3.0,2.0,2.0,5.0,2.0,5.0,2.0,Generally healthy with minor or infrequent problems,>3,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,9,"Male, castrated",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Raw
587958-587949-60565903,Meat-based – raw,3.0,3.0,1.0,4.0,1.0,1.0,3.0,5.0,4.0,1.0,Generally healthy with minor or infrequent problems,2,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,5,"Female, spayed",Small (4.5–10.9 kg or 10–24 lb),1 – 3 hrs,Raw
587958-587949-60571462,Meat-based – conventional,5.0,5.0,3.0,5.0,5.0,1.0,4.0,4.0,4.0,1.0,Significant or frequent problems,>3,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,6,"Male, castrated",Large (22.7–40.5 kg or 50–89 lb),> 3 hrs,Conventional
587958-587949-60571909,Meat-based – conventional,5.0,5.0,1.0,4.0,4.0,1.0,4.0,1.0,3.0,1.0,Healthy,3,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,9,"Female, spayed",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Conventional
